k,silhouette,inertia
2.0,0.07281954677337582,42321.39116697933
3.0,0.06814496555763255,39852.32858055801
4.0,0.07062330174471487,37818.528173770246
5.0,0.06887855549492204,36299.34027593145
6.0,0.06830700725247327,34995.35760456706
7.0,0.06846368366066231,34247.694997056235
8.0,0.06591035710102147,33565.15594434992
9.0,0.062357651988484405,32962.589122904305
10.0,0.06439939442202995,32382.74341140121
