mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0072323322296142575,0.0024035503555559358,0.002625703811645508,0.0009777287856767825,0.01,,l1,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l1'}",0.1978021978021978,0.2391304347826087,0.22916666666666666,0.20833333333333334,0.17391304347826086,0.2096691352126135,0.023105101477525026,19,0.20911528150134048,0.1989247311827957,0.22691292875989447,0.2402088772845953,0.20652173913043478,0.21633671157181214,0.01505587236385372
0.0068817615509033205,0.0009903493306868496,0.0019972801208496095,0.0003149215192139113,0.01,,l2,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l2'}",0.11764705882352941,0.26666666666666666,0.07142857142857142,0.1590909090909091,0.07058823529411765,0.13708428826075883,0.07264446056621264,20,0.15028901734104047,0.10714285714285714,0.1590909090909091,0.12280701754385964,0.1511627906976744,0.13809851836326814,0.019758779842487112
0.006329393386840821,0.0011653159854745029,0.002943277359008789,0.001011095218309601,0.01,balanced,l1,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1'}",0.40304182509505704,0.4521072796934866,0.3968253968253968,0.4523809523809524,0.4409448818897638,0.42906006717693124,0.024216975062727634,10,0.43902439024390244,0.43478260869565216,0.4507317073170732,0.4330097087378641,0.43419788664745435,0.4383492603283893,0.0065153129215154894
0.0064791679382324215,0.002222127435579841,0.003159189224243164,0.0014360420335602258,0.01,balanced,l2,"{'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2'}",0.43137254901960786,0.4793388429752066,0.44621513944223107,0.4901185770750988,0.4730290456431535,0.46401483083105954,0.02181666592420345,9,0.47368421052631576,0.4534653465346535,0.4765702891326022,0.46215943491422806,0.4623115577889447,0.46563816777934885,0.00843321498123594
0.004675388336181641,0.0007977129089723033,0.0017145633697509765,0.0001989921275242335,0.1,,l1,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__penalty': 'l1'}",0.2912621359223301,0.31683168316831684,0.27184466019417475,0.26785714285714285,0.3047619047619048,0.29051150538077386,0.018751321756463355,17,0.29055690072639223,0.2987951807228916,0.31058823529411766,0.3215130023640662,0.2987951807228916,0.3040496999660719,0.010816607149712902
0.004242372512817383,0.00046173463001006847,0.002824735641479492,0.0016302984086300552,0.1,,l2,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__penalty': 'l2'}",0.24,0.30612244897959184,0.27450980392156865,0.2777777777777778,0.24242424242424243,0.26816685462063616,0.024614157612326458,18,0.27941176470588236,0.28992628992628994,0.2932692307692308,0.3117505995203837,0.2982885085574572,0.2945292786958488,0.01060207673732706
0.006121158599853516,0.002141085354261362,0.0031090259552001955,0.0009566668575006005,0.1,balanced,l1,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1'}",0.45136186770428016,0.4890829694323144,0.4268774703557312,0.496,0.47257383966244726,0.4671792294309546,0.02535323718320903,8,0.48125,0.4613821138211382,0.48598130841121495,0.46974358974358976,0.48041237113402063,0.4757538766219927,0.008935104013639623
0.006036615371704102,0.0018718925249108836,0.0029917240142822267,0.0018773410860556522,0.1,balanced,l2,"{'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2'}",0.4375,0.49777777777777776,0.4365079365079365,0.488,0.48484848484848486,0.4689268398268398,0.02641322545141889,7,0.4895397489539749,0.4687819856704197,0.4845360824742268,0.474120082815735,0.4830421377183967,0.4800040075265507,0.007500061966499797
0.005248165130615235,0.000510024868380937,0.0019143581390380859,0.000401425230649621,1.0,,l1,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l1'}",0.3177570093457944,0.3333333333333333,0.3047619047619048,0.2807017543859649,0.29906542056074764,0.307123884477549,0.017712398489418482,15,0.32242990654205606,0.3182897862232779,0.3348623853211009,0.34032634032634035,0.3145539906103286,0.3260924818046208,0.009868609132339931
0.005876874923706055,0.0011712486831205347,0.0016540050506591796,0.0001213732389158226,1.0,,l2,"{'clf__C': 1.0, 'clf__class_weight': None, 'clf__penalty': 'l2'}",0.3018867924528302,0.3333333333333333,0.3047619047619048,0.2807017543859649,0.29906542056074764,0.3039498410989562,0.01692711630967012,16,0.3185011709601874,0.3142857142857143,0.3310344827586207,0.3325526932084309,0.3073286052009456,0.3207405332827798,0.009716499006219669
0.005384206771850586,0.0011356249386087057,0.002456045150756836,0.0009107184600807357,1.0,balanced,l1,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1'}",0.4357976653696498,0.4933920704845815,0.44,0.4940239043824701,0.4827586206896552,0.46919445218527134,0.025898550164028776,2,0.4826862539349423,0.4646878198567042,0.490134994807892,0.4726522187822497,0.48190279214064113,0.4784128159044858,0.008825096947783379
0.004280185699462891,0.0006922400340039134,0.001669025421142578,0.0002469346054880487,1.0,balanced,l2,"{'clf__C': 1.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2'}",0.4357976653696498,0.4933920704845815,0.44,0.496,0.4827586206896552,0.4695896713087773,0.026286609554867953,1,0.48580441640378547,0.46564102564102566,0.490134994807892,0.47216494845360824,0.4824016563146998,0.47922940832420224,0.009019716650989917
0.012536191940307617,0.002982502890940943,0.0019030094146728516,0.00039565915979374044,10.0,,l1,"{'clf__C': 10.0, 'clf__class_weight': None, 'clf__penalty': 'l1'}",0.3177570093457944,0.3333333333333333,0.3047619047619048,0.2956521739130435,0.29906542056074764,0.31011396838296473,0.01383772724931253,11,0.32167832167832167,0.3222748815165877,0.3333333333333333,0.34418604651162793,0.3177570093457944,0.327845918477133,0.009674433280938092
0.003952503204345703,0.0010338044362282956,0.0026262760162353515,0.0008596603609758014,10.0,,l2,"{'clf__C': 10.0, 'clf__class_weight': None, 'clf__penalty': 'l2'}",0.3177570093457944,0.3333333333333333,0.3047619047619048,0.2956521739130435,0.29906542056074764,0.31011396838296473,0.01383772724931253,11,0.32167832167832167,0.3222748815165877,0.3333333333333333,0.34418604651162793,0.30985915492957744,0.3262663475938896,0.011638175553890968
0.008382654190063477,0.0028534035296826753,0.0024876117706298826,0.0009130129634182873,10.0,balanced,l1,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l1'}",0.4357976653696498,0.49122807017543857,0.44,0.496,0.4827586206896552,0.4691568712469487,0.025906210564153088,3,0.4842105263157895,0.46611909650924027,0.490134994807892,0.4726522187822497,0.4824016563146998,0.47910369854597423,0.00858914656676852
0.005127239227294922,0.0016527951632860196,0.0029555320739746093,0.0013286903997416055,10.0,balanced,l2,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2'}",0.4357976653696498,0.49122807017543857,0.44,0.496,0.4827586206896552,0.4691568712469487,0.025906210564153088,3,0.4842105263157895,0.46611909650924027,0.49064449064449067,0.4736297828335057,0.48290155440414506,0.47950109014143416,0.008619365685826684
0.0043484210968017575,0.0011121196341343127,0.001702880859375,0.00029153258412087255,100.0,,l1,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__penalty': 'l1'}",0.3177570093457944,0.3300970873786408,0.3047619047619048,0.29310344827586204,0.29906542056074764,0.30895697406458994,0.013350061640224134,14,0.32167832167832167,0.3222748815165877,0.3333333333333333,0.34418604651162793,0.3177570093457944,0.327845918477133,0.009674433280938092
0.003857326507568359,0.0011294329779364981,0.0024247169494628906,0.0009559189844477663,100.0,,l2,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__penalty': 'l2'}",0.3177570093457944,0.3333333333333333,0.3047619047619048,0.2956521739130435,0.29906542056074764,0.31011396838296473,0.01383772724931253,11,0.32167832167832167,0.3222748815165877,0.3333333333333333,0.34418604651162793,0.3177570093457944,0.327845918477133,0.009674433280938092
