model,variant,split,accuracy,precision,recall,f1,roc_auc
logreg_lda,tuned,train,0.7738184546136534,0.3634053367217281,0.7371134020618557,0.4868085106382979,0.8243700388295032
logreg_lda,tuned,test,0.7841079460269865,0.3717277486910995,0.7473684210526316,0.4965034965034965,0.8199852778800147
knn_lda,tuned,train,1.0,1.0,1.0,1.0,1.0
knn_lda,tuned,test,0.8140929535232384,0.32098765432098764,0.2736842105263158,0.29545454545454547,0.6987578211262421
