threshold,precision,recall,f1
0.0,0.145536384096024,1.0,0.2540929927963327
0.005,0.405103668261563,0.654639175257732,0.5004926108374385
0.01,0.405103668261563,0.654639175257732,0.5004926108374385
0.015,0.405103668261563,0.654639175257732,0.5004926108374385
0.02,0.405103668261563,0.654639175257732,0.5004926108374385
0.025,0.405103668261563,0.654639175257732,0.5004926108374385
0.03,0.405103668261563,0.654639175257732,0.5004926108374385
0.035,0.405103668261563,0.654639175257732,0.5004926108374385
0.04,0.405103668261563,0.654639175257732,0.5004926108374385
0.045,0.405103668261563,0.654639175257732,0.5004926108374385
0.05,0.405103668261563,0.654639175257732,0.5004926108374385
0.055,0.405103668261563,0.654639175257732,0.5004926108374385
0.06,0.405103668261563,0.654639175257732,0.5004926108374385
0.065,0.405103668261563,0.654639175257732,0.5004926108374385
0.07,0.405103668261563,0.654639175257732,0.5004926108374385
0.075,0.405103668261563,0.654639175257732,0.5004926108374385
0.08,0.405103668261563,0.654639175257732,0.5004926108374385
0.085,0.405103668261563,0.654639175257732,0.5004926108374385
0.09,0.405103668261563,0.654639175257732,0.5004926108374385
0.095,0.405103668261563,0.654639175257732,0.5004926108374385
0.1,0.405103668261563,0.654639175257732,0.5004926108374385
0.105,0.405103668261563,0.654639175257732,0.5004926108374385
0.11,0.405103668261563,0.654639175257732,0.5004926108374385
0.115,0.405103668261563,0.654639175257732,0.5004926108374385
0.12,0.405103668261563,0.654639175257732,0.5004926108374385
0.125,0.405103668261563,0.654639175257732,0.5004926108374385
0.13,0.405103668261563,0.654639175257732,0.5004926108374385
0.135,0.405103668261563,0.654639175257732,0.5004926108374385
0.14,0.405103668261563,0.654639175257732,0.5004926108374385
0.145,0.405103668261563,0.654639175257732,0.5004926108374385
0.15,0.405103668261563,0.654639175257732,0.5004926108374385
0.155,0.405103668261563,0.654639175257732,0.5004926108374385
0.16,0.405103668261563,0.654639175257732,0.5004926108374385
0.165,0.405103668261563,0.654639175257732,0.5004926108374385
0.17,0.405103668261563,0.654639175257732,0.5004926108374385
0.17500000000000002,0.405103668261563,0.654639175257732,0.5004926108374385
0.18,0.405103668261563,0.654639175257732,0.5004926108374385
0.185,0.405103668261563,0.654639175257732,0.5004926108374385
0.19,0.405103668261563,0.654639175257732,0.5004926108374385
0.195,0.405103668261563,0.654639175257732,0.5004926108374385
0.2,0.405103668261563,0.654639175257732,0.5004926108374385
0.20500000000000002,0.405103668261563,0.654639175257732,0.5004926108374385
0.21,0.405103668261563,0.654639175257732,0.5004926108374385
0.215,0.405103668261563,0.654639175257732,0.5004926108374385
0.22,0.405103668261563,0.654639175257732,0.5004926108374385
0.225,0.405103668261563,0.654639175257732,0.5004926108374385
0.23,0.405103668261563,0.654639175257732,0.5004926108374385
0.23500000000000001,0.405103668261563,0.654639175257732,0.5004926108374385
0.24,0.405103668261563,0.654639175257732,0.5004926108374385
0.245,0.405103668261563,0.654639175257732,0.5004926108374385
0.25,0.405103668261563,0.654639175257732,0.5004926108374385
0.255,0.405103668261563,0.654639175257732,0.5004926108374385
0.26,0.405103668261563,0.654639175257732,0.5004926108374385
