mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_leaf,param_max_iter,param_max_depth,param_learning_rate,param_l2_regularization,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
32.24473366737366,3.285946071674202,0.22092504501342775,0.10193784081075125,20,800,,0.2,0.1,"{'min_samples_leaf': 20, 'max_iter': 800, 'max_depth': None, 'learning_rate': 0.2, 'l2_regularization': 0.1}",0.8187919463087249,0.8428571428571429,0.8266666666666667,0.851063829787234,0.8493150684931506,0.8377389308225839,0.012801087812553874,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.6196805953979494,0.7011797754253595,0.07917628288269044,0.05922689414413592,10,200,5.0,0.1,0.1,"{'min_samples_leaf': 10, 'max_iter': 200, 'max_depth': 5, 'learning_rate': 0.1, 'l2_regularization': 0.1}",0.7662337662337663,0.8413793103448276,0.8108108108108109,0.8163265306122449,0.863013698630137,0.8195528233263574,0.032542270401679806,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21.837267303466795,3.1288798466660728,0.09808740615844727,0.020090171906335396,10,400,,0.2,1.0,"{'min_samples_leaf': 10, 'max_iter': 400, 'max_depth': None, 'learning_rate': 0.2, 'l2_regularization': 1.0}",0.8079470198675497,0.8671328671328671,0.8456375838926175,0.8591549295774648,0.8611111111111112,0.8481967023163222,0.021316796483143025,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8.192416715621949,0.7090157620842613,0.05316033363342285,0.011006556630472392,20,200,7.0,0.05,0.0,"{'min_samples_leaf': 20, 'max_iter': 200, 'max_depth': 7, 'learning_rate': 0.05, 'l2_regularization': 0.0}",0.7770700636942676,0.8513513513513513,0.8104575163398693,0.8082191780821918,0.8366013071895425,0.8167398833314445,0.02560544871378622,14,0.9951845906902087,0.9967948717948718,0.9967948717948718,0.9935897435897436,0.992,0.9948728155739393,0.0018646794359605935
1.7252074241638184,0.49969705731899944,0.03506379127502442,0.008075023717283608,20,200,3.0,0.05,1.0,"{'min_samples_leaf': 20, 'max_iter': 200, 'max_depth': 3, 'learning_rate': 0.05, 'l2_regularization': 1.0}",0.6931818181818182,0.8074534161490683,0.7764705882352941,0.7134502923976608,0.7379679144385026,0.7457048058804687,0.041516988330074917,28,0.7883211678832117,0.794074074074074,0.8101644245142003,0.7982326951399117,0.7970149253731343,0.7975614573969064,0.007171176057767663
2.69126410484314,0.47658519492807233,0.040542888641357425,0.004207004265483495,50,200,5.0,0.05,1.0,"{'min_samples_leaf': 50, 'max_iter': 200, 'max_depth': 5, 'learning_rate': 0.05, 'l2_regularization': 1.0}",0.6941176470588235,0.7901234567901234,0.7262569832402235,0.6927374301675978,0.7692307692307693,0.7344932572975075,0.03935222749145838,30,0.8600883652430045,0.858806404657933,0.8592162554426706,0.8496350364963504,0.8935532233883059,0.8642598570456528,0.015129878332084977
5.69158525466919,0.4722337183513754,0.07801861763000488,0.020767461417453444,20,400,5.0,0.03,0.1,"{'min_samples_leaf': 20, 'max_iter': 400, 'max_depth': 5, 'learning_rate': 0.03, 'l2_regularization': 0.1}",0.7672955974842768,0.84,0.8258064516129032,0.7973856209150327,0.8152866242038217,0.8091548588432069,0.025127711969509366,20,0.9662921348314607,0.9793322734499205,0.96,0.9597423510466989,0.9667194928684627,0.9664172504393086,0.0071083079402655324
17.641740846633912,1.755006992938784,0.19532618522644044,0.1754031557729763,20,400,,0.1,1.0,"{'min_samples_leaf': 20, 'max_iter': 400, 'max_depth': None, 'learning_rate': 0.1, 'l2_regularization': 1.0}",0.8026315789473685,0.8611111111111112,0.84,0.8591549295774648,0.8590604026845637,0.8443916044641016,0.022252448103892788,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26.75711898803711,0.48967167527833616,0.10174899101257324,0.013492247932795482,20,800,,0.1,0.1,"{'min_samples_leaf': 20, 'max_iter': 800, 'max_depth': None, 'learning_rate': 0.1, 'l2_regularization': 0.1}",0.8133333333333334,0.8611111111111112,0.8243243243243243,0.8671328671328671,0.8689655172413793,0.846973430628603,0.02338617936130878,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16.318993854522706,0.7917319858289676,0.0692641258239746,0.010893367220654687,10,400,,0.03,1.0,"{'min_samples_leaf': 10, 'max_iter': 400, 'max_depth': None, 'learning_rate': 0.03, 'l2_regularization': 1.0}",0.8157894736842105,0.863013698630137,0.8026315789473685,0.8531468531468531,0.8571428571428571,0.8383448923102852,0.024352409295409043,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
